data_id,treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78,agesq,agecube,educsq,educcube,u74,u75,educ_re74,re74sq,re75sq,hisp_u74
CPS1,0,38,12,0,1,1,0,19808.189,10938.87,11653.35,1444,54872,144,1728,0,0,237698.28,392364384,119658880,0
CPS1,0,32,12,1,0,0,0,24359.561,25009.02,25564.67,1024,32768,144,1728,0,0,292314.72,593388160,625451072,0
CPS1,0,50,11,0,0,1,1,25862.32,25243.551,25564.67,2500,125000,121,1331,0,0,284485.53,668859584,637236864,0
CPS1,0,46,12,0,0,1,0,16902.59,16542.58,20903.92,2116,97336,144,1728,0,0,202831.08,285697536,273656960,0
CPS1,0,19,12,0,0,0,0,0,3111.5811,13460.61,361,6859,144,1728,1,0,0,0,9681937,0
CPS1,0,49,8,0,0,1,1,13313.22,10661.37,4765.668,2401,117649,64,512,0,0,106505.76,177241824,113664816,0
CPS1,0,24,10,0,0,1,1,4026.293,8337.5322,9996.8203,576,13824,100,1000,0,0,40262.93,16211035,69514440,0
CPS1,0,28,12,0,0,1,0,20166.73,22683.391,25564.67,784,21952,144,1728,0,0,242000.77,406697024,514536224,0
CPS1,0,32,12,0,0,1,0,18611.08,17869.211,18187.859,1024,32768,144,1728,0,0,223332.97,346372288,319308704,0
CPS1,0,42,12,0,0,1,0,19473.15,18896.85,19964.09,1764,74088,144,1728,0,0,233677.81,379203584,357090912,0
CPS1,0,48,12,0,0,1,0,16683.16,15538.21,14716.68,2304,110592,144,1728,0,0,200197.92,278327840,241435968,0
CPS1,0,29,12,0,0,1,0,12208.19,10595.13,11669.61,841,24389,144,1728,0,0,146498.28,149039920,112256776,0
CPS1,0,54,12,0,0,1,0,25862.32,25243.551,25564.67,2916,157464,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,43,18,0,0,1,0,25862.32,25243.551,1994.931,1849,79507,324,5832,0,0,465521.75,668859584,637236864,0
CPS1,0,55,12,0,0,1,0,0,5310.0972,8516.1377,3025,166375,144,1728,1,0,0,0,28197132,0
CPS1,0,22,16,0,0,0,0,0,0,3403.2041,484,10648,256,4096,1,1,0,0,0,0
CPS1,0,50,11,0,0,1,1,21367.76,20950.35,23577.131,2500,125000,121,1331,0,0,235045.36,456581152,438917152,0
CPS1,0,21,12,0,0,0,0,2897.7561,9261.3389,16639.199,441,9261,144,1728,0,0,34773.074,8396990,85772400,0
CPS1,0,25,11,0,0,0,1,4994.1709,0,8355.0664,625,15625,121,1331,0,1,54935.879,24941742,0,0
CPS1,0,35,9,0,0,1,1,11487.18,14694.97,9543.1582,1225,42875,81,729,0,0,103384.62,131955296,215942128,0
CPS1,0,29,17,0,0,1,0,3183.8091,3795.4839,2964.3201,841,24389,289,4913,0,0,54124.754,10136640,14405698,0
CPS1,0,50,12,0,0,1,0,20166.73,14931.29,7180.2729,2500,125000,144,1728,0,0,242000.77,406697024,222943424,0
CPS1,0,40,12,0,0,1,0,25862.32,25243.551,25564.67,1600,64000,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,33,16,0,0,1,0,25862.32,25243.551,25564.67,1089,35937,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,24,15,0,0,1,0,15687.85,10278.24,13905.41,576,13824,225,3375,0,0,235317.75,246108624,105642224,0
CPS1,0,28,12,0,0,1,0,25862.32,25243.551,25564.67,784,21952,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,38,12,0,0,1,0,25862.32,25243.551,25564.67,1444,54872,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,51,12,0,0,1,0,19812.109,25243.551,6934.9712,2601,132651,144,1728,0,0,237745.31,392519680,637236864,0
CPS1,0,20,9,0,0,0,1,7425.6211,13866.05,0,400,8000,81,729,0,0,66830.594,55139848,192267344,0
CPS1,0,29,18,0,0,1,0,25862.32,25243.551,25564.67,841,24389,324,5832,0,0,465521.75,668859584,637236864,0
CPS1,0,42,12,0,0,1,0,16056.19,13640.47,0,1764,74088,144,1728,0,0,192674.28,257801248,186062416,0
CPS1,0,19,12,0,0,0,0,6694.8149,10994.37,0,361,6859,144,1728,0,0,80337.781,44820548,120876176,0
CPS1,0,29,12,0,0,1,0,24925.789,23428.16,25564.67,841,24389,144,1728,0,0,299109.47,621294976,548878720,0
CPS1,0,55,12,0,0,1,0,0,0,0,3025,166375,144,1728,1,1,0,0,0,0
CPS1,0,42,12,0,0,1,0,25862.32,20352.391,21789.08,1764,74088,144,1728,0,0,310347.84,668859584,414219808,0
CPS1,0,21,12,0,0,0,0,16845.779,0,20467.99,441,9261,144,1728,0,1,202149.34,283780288,0,0
CPS1,0,18,12,0,0,0,0,1984.7371,2476.0161,6549.2842,324,5832,144,1728,0,0,23816.844,3939181.3,6130656,0
CPS1,0,26,12,0,0,0,0,12611.8,12888.53,16667.279,676,17576,144,1728,0,0,151341.59,159057488,166114208,0
CPS1,0,29,14,0,0,0,0,17535.439,16884.529,9919.9775,841,24389,196,2744,0,0,245496.16,307491648,285087328,0
CPS1,0,31,16,0,0,1,0,25862.32,25243.551,25013.48,961,29791,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,47,12,0,0,1,0,25862.32,25243.551,25564.67,2209,103823,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,34,12,0,0,1,0,14222.32,8382.29,0,1156,39304,144,1728,0,0,170667.84,202274400,70262784,0
CPS1,0,40,13,0,0,1,0,25862.32,6624.1938,25564.67,1600,64000,169,2197,0,0,336210.16,668859584,43879944,0
CPS1,0,52,14,0,0,1,0,25862.32,25243.551,25564.67,2704,140608,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,18,11,0,0,0,1,0,2859.145,8773.2627,324,5832,121,1331,1,0,0,0,8174710,0
CPS1,0,23,13,0,0,1,0,12572.62,13833.82,18040.09,529,12167,169,2197,0,0,163444.06,158070784,191374592,0
CPS1,0,54,12,0,0,0,0,0,0,0,2916,157464,144,1728,1,1,0,0,0,0
CPS1,0,49,10,0,0,1,1,20768.23,18977.42,19216.359,2401,117649,100,1000,0,0,207682.31,431319392,360142464,0
CPS1,0,35,12,0,0,1,0,24582.92,23788.02,24726.801,1225,42875,144,1728,0,0,294995.03,604319936,565869888,0
CPS1,0,27,12,0,0,1,0,20940.641,20241.391,22796.891,729,19683,144,1728,0,0,251287.69,438510432,409713888,0
CPS1,0,48,8,1,0,1,1,23401.48,13824.87,14155.14,2304,110592,64,512,0,0,187211.84,547629312,191127040,0
CPS1,0,50,16,0,0,1,0,25862.32,18408.1,25564.67,2500,125000,256,4096,0,0,413797.13,668859584,338858144,0
CPS1,0,44,12,0,0,1,0,23495.529,25243.551,24292.35,1936,85184,144,1728,0,0,281946.34,552039872,637236864,0
CPS1,0,32,12,0,0,1,0,19067.58,12625.35,14146.28,1024,32768,144,1728,0,0,228810.97,363572608,159399456,0
CPS1,0,43,4,0,1,1,1,25862.32,25243.551,25177.51,1849,79507,16,64,0,0,103449.28,668859584,637236864,0
CPS1,0,30,12,1,0,1,0,25862.32,25243.551,25564.67,900,27000,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,27,16,0,0,1,0,2415.7759,5893.7422,5548.8628,729,19683,256,4096,0,0,38652.414,5835973,34736196,0
CPS1,0,34,7,0,1,1,1,15558.54,13470.39,14833.42,1156,39304,49,343,0,0,108909.78,242068176,181451392,0
CPS1,0,44,12,0,1,0,0,12735.23,11637.1,10159.37,1936,85184,144,1728,0,0,152822.77,162186096,135422080,0
CPS1,0,24,16,0,0,1,0,5297.8569,13345.06,22284.119,576,13824,256,4096,0,0,84765.711,28067288,178090608,0
CPS1,0,21,14,0,0,1,0,13113.37,22751.42,24287.91,441,9261,196,2744,0,0,183587.19,171960480,517627104,0
CPS1,0,31,12,0,0,0,0,2480.4319,22151.66,0,961,29791,144,1728,0,0,29765.184,6152542.5,490696032,0
CPS1,0,35,10,0,0,1,1,25862.32,25243.551,25564.67,1225,42875,100,1000,0,0,258623.2,668859584,637236864,0
CPS1,0,37,12,0,0,1,0,25862.32,25243.551,25564.67,1369,50653,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,50,3,0,1,1,1,15219.58,14877.58,0,2500,125000,9,27,0,0,45658.742,231635616,221342384,0
CPS1,0,28,16,0,0,1,0,14449.59,21684.391,25564.67,784,21952,256,4096,0,0,231193.44,208790640,470212800,0
CPS1,0,44,6,0,0,1,1,25862.32,25243.551,25564.67,1936,85184,36,216,0,0,155173.92,668859584,637236864,0
CPS1,0,30,16,0,0,1,0,5650.5249,10824.29,25564.67,900,27000,256,4096,0,0,90408.398,31928432,117165256,0
CPS1,0,27,15,0,0,0,0,6410.7212,7950.8232,0,729,19683,225,3375,0,0,96160.82,41097348,63215592,0
CPS1,0,26,14,0,0,0,0,24093.1,24760.16,25564.67,676,17576,196,2744,0,0,337303.41,580477440,613065536,0
CPS1,0,40,12,0,0,1,0,25862.32,25243.551,25564.67,1600,64000,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,45,6,0,0,1,1,25862.32,23723.561,25564.67,2025,91125,36,216,0,0,155173.92,668859584,562807296,0
CPS1,0,25,12,0,0,1,0,7372.7212,247.0645,5393.7021,625,15625,144,1728,0,0,88472.656,54357016,61040.867,0
CPS1,0,30,15,0,0,0,0,25862.32,25243.551,25564.67,900,27000,225,3375,0,0,387934.81,668859584,637236864,0
CPS1,0,24,14,0,0,1,0,12699.97,20001.48,25564.67,576,13824,196,2744,0,0,177799.58,161289232,400059232,0
CPS1,0,32,18,0,0,1,0,25862.32,25243.551,25564.67,1024,32768,324,5832,0,0,465521.75,668859584,637236864,0
CPS1,0,33,12,0,0,1,0,0,13964.52,8423.041,1089,35937,144,1728,1,0,0,0,195007808,0
CPS1,0,26,6,0,1,1,1,15877.9,14397.77,0,676,17576,36,216,0,0,95267.406,252107728,207295760,0
CPS1,0,26,14,1,0,1,0,21534.301,18044.66,25564.67,676,17576,196,2744,0,0,301480.22,463726112,325609760,0
CPS1,0,32,12,1,0,1,0,5660.3218,25243.551,25564.67,1024,32768,144,1728,0,0,67923.859,32039242,637236864,0
CPS1,0,20,13,0,0,0,0,1714.358,0,3100.27,400,8000,169,2197,0,1,22286.654,2939023.5,0,0
CPS1,0,34,2,0,0,0,1,7476.562,7846.9839,4566.1748,1156,39304,4,8,0,0,14953.124,55898980,61575156,0
CPS1,0,38,12,1,0,0,0,0,0,0,1444,54872,144,1728,1,1,0,0,0,0
CPS1,0,18,11,1,0,0,1,1716.318,4139.2261,8372.7988,324,5832,121,1331,0,0,18879.498,2945747.5,17133192,0
CPS1,0,37,6,1,0,1,1,14069.49,14200.84,15615.14,1369,50653,36,216,0,0,84416.938,197950560,201663856,0
CPS1,0,39,12,1,0,1,0,25862.32,21433.74,22826.439,1521,59319,144,1728,0,0,310347.84,668859584,459405216,0
CPS1,0,40,10,0,1,1,1,20897.539,13354.02,962,1600,64000,100,1000,0,0,208975.39,436707136,178329840,0
CPS1,0,16,10,0,1,0,1,634.80243,1165.5,0,256,4096,100,1000,0,0,6348.0244,402974.13,1358390.3,0
CPS1,0,20,9,0,1,0,1,1500.798,0,12618.31,400,8000,81,729,0,1,13507.182,2252394.5,0,0
CPS1,0,19,12,0,0,1,0,0,11135.81,1001.899,361,6859,144,1728,1,0,0,0,124006256,0
CPS1,0,31,8,0,1,1,1,8081.9761,12646.84,15337.32,961,29791,64,512,0,0,64655.809,65318336,159942560,0
CPS1,0,34,11,0,0,1,1,15791.69,10822.5,7540.8389,1156,39304,121,1331,0,0,173708.59,249377488,117126504,0
CPS1,0,26,12,0,0,1,0,5039.2339,15776.32,15547.16,676,17576,144,1728,0,0,60470.805,25393878,248892288,0
CPS1,0,39,14,0,1,1,0,25862.32,25243.551,25564.67,1521,59319,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,24,10,0,0,0,1,0,0,147.77271,576,13824,100,1000,1,1,0,0,0,0
CPS1,0,30,16,0,0,1,0,21669.49,24402.1,25564.67,900,27000,256,4096,0,0,346711.84,469566816,595462464,0
CPS1,0,32,11,0,0,1,1,23062.529,25012.6,25515.9,1024,32768,121,1331,0,0,253687.83,531880256,625630144,0
CPS1,0,29,16,0,0,0,0,25862.32,25243.551,25564.67,841,24389,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,36,16,0,0,1,0,25862.32,25243.551,25564.67,1296,46656,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,34,12,0,0,1,0,25862.32,25243.551,25564.67,1156,39304,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,22,16,0,0,1,0,9516.1592,22835.561,21189.119,484,10648,256,4096,0,0,152258.55,90557288,521462816,0
CPS1,0,45,15,0,0,0,0,25862.32,25243.551,25564.67,2025,91125,225,3375,0,0,387934.81,668859584,637236864,0
CPS1,0,44,11,0,0,1,1,22909.711,22345.02,18001.67,1936,85184,121,1331,0,0,252006.81,524854848,499299904,0
CPS1,0,41,12,0,0,1,0,25862.32,25243.551,25564.67,1681,68921,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,41,12,0,1,1,0,15823.04,12140.18,15022.57,1681,68921,144,1728,0,0,189876.48,250368592,147383968,0
CPS1,0,25,13,0,0,1,0,25862.32,25243.551,25564.67,625,15625,169,2197,0,0,336210.16,668859584,637236864,0
CPS1,0,39,12,0,0,1,0,20889.699,0,25564.67,1521,59319,144,1728,0,1,250676.39,436379520,0,0
CPS1,0,50,12,0,0,1,0,0,0,0,2500,125000,144,1728,1,1,0,0,0,0
CPS1,0,49,12,0,0,1,0,25862.32,25243.551,25564.67,2401,117649,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,18,12,0,0,0,0,0,0,3400.249,324,5832,144,1728,1,1,0,0,0,0
CPS1,0,29,18,0,0,1,0,25862.32,25232.811,25564.67,841,24389,324,5832,0,0,465521.75,668859584,636694720,0
CPS1,0,49,14,0,0,0,0,25862.32,25243.551,25564.67,2401,117649,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,49,12,0,0,1,0,19298.779,21340.65,14762.49,2401,117649,144,1728,0,0,231585.34,372442880,455423360,0
CPS1,0,43,13,0,0,1,0,25862.32,25243.551,25564.67,1849,79507,169,2197,0,0,336210.16,668859584,637236864,0
CPS1,0,36,13,0,0,1,0,25862.32,25243.551,25564.67,1296,46656,169,2197,0,0,336210.16,668859584,637236864,0
CPS1,0,19,12,0,0,0,0,10305.74,15844.35,10709.08,361,6859,144,1728,0,0,123668.88,106208280,251043408,0
CPS1,0,33,12,1,0,0,0,19900.27,19473.34,18249.92,1089,35937,144,1728,0,0,238803.23,396020736,379210976,0
CPS1,0,25,12,0,0,1,0,20131.471,20132.18,20747.279,625,15625,144,1728,0,0,241577.66,405276128,405304672,0
CPS1,0,28,12,0,0,1,0,25862.32,21122.23,19987.73,784,21952,144,1728,0,0,310347.84,668859584,446148608,0
CPS1,0,22,16,0,0,1,0,3123.071,14209.79,25564.67,484,10648,256,4096,0,0,49969.137,9753573,201918128,0
CPS1,0,52,11,0,0,1,1,25862.32,25241.76,0,2704,140608,121,1331,0,0,284485.53,668859584,637146432,0
CPS1,0,48,12,0,0,1,0,25862.32,25243.551,25564.67,2304,110592,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,19,13,0,0,0,0,6575.2988,8589.9678,13606.91,361,6859,169,2197,0,0,85478.883,43234556,73787544,0
CPS1,0,27,13,0,0,1,0,14870.84,12276.24,11040.1,729,19683,169,2197,0,0,193320.92,221141872,150706080,0
CPS1,0,36,18,0,0,1,0,25862.32,25243.551,25564.67,1296,46656,324,5832,0,0,465521.75,668859584,637236864,0
CPS1,0,48,10,0,0,1,1,25862.32,25243.551,25564.67,2304,110592,100,1000,0,0,258623.2,668859584,637236864,0
CPS1,0,34,17,0,0,0,0,22276.859,2148.387,2413.127,1156,39304,289,4913,0,0,378706.63,496258464,4615566.5,0
CPS1,0,43,12,0,0,0,0,0,0,0,1849,79507,144,1728,1,1,0,0,0,0
CPS1,0,38,12,0,0,1,0,25862.32,25243.551,19664.109,1444,54872,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,53,15,0,0,1,0,0,0,0,2809,148877,225,3375,1,1,0,0,0,0
CPS1,0,33,13,0,0,1,0,0,0,0,1089,35937,169,2197,1,1,0,0,0,0
CPS1,0,47,12,0,0,1,0,24095.061,23934.82,25564.67,2209,103823,144,1728,0,0,289140.72,580571968,572875648,0
CPS1,0,31,12,0,0,1,0,17652.99,17962.311,18663.689,961,29791,144,1728,0,0,211835.88,311628064,322644608,0
CPS1,0,37,13,0,0,1,0,22766.68,10249.6,13015.82,1369,50653,169,2197,0,0,295966.84,518321696,105054296,0
CPS1,0,51,8,0,0,1,1,25754.561,22926.869,22820.529,2601,132651,64,512,0,0,206036.48,663297408,525641344,0
CPS1,0,39,12,0,0,1,0,18908.881,15808.55,19381.859,1521,59319,144,1728,0,0,226906.56,357545760,249910240,0
CPS1,0,48,8,0,0,1,1,22233.76,20402.52,0,2304,110592,64,512,0,0,177870.08,494340064,416262816,0
CPS1,0,47,9,0,0,1,1,19375.189,20044.449,21623.57,2209,103823,81,729,0,0,174376.7,375397952,401779936,0
CPS1,0,25,16,0,0,1,0,24772.971,20792.811,23761.84,625,15625,256,4096,0,0,396367.53,613700096,432340960,0
CPS1,0,38,10,0,0,1,1,24518.26,20995.109,25564.67,1444,54872,100,1000,0,0,245182.59,601145088,440794624,0
CPS1,0,37,14,0,0,1,0,25862.32,25243.551,0,1369,50653,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,20,12,0,0,1,0,10474.24,12258.34,14741.8,400,8000,144,1728,0,0,125690.88,109709712,150266896,0
CPS1,0,23,13,0,0,1,0,6955.397,10111.74,12557.72,529,12167,169,2197,0,0,90420.164,48377548,102247288,0
CPS1,0,18,12,0,0,0,0,0,2241.4839,6129.6099,324,5832,144,1728,1,0,0,0,5024250,0
CPS1,0,18,12,0,0,0,0,881.6701,2696.2261,12120.31,324,5832,144,1728,0,0,10580.041,777342.19,7269635,0
CPS1,0,34,12,0,0,1,0,23213.391,25078.84,24608.58,1156,39304,144,1728,0,0,278560.69,538861504,628948224,0
CPS1,0,26,12,0,0,0,0,15529.15,17240.811,14808.3,676,17576,144,1728,0,0,186349.81,241154512,297245536,0
CPS1,0,46,15,0,0,0,0,7098.4238,8994.5811,8644.7002,2116,97336,225,3375,0,0,106476.36,50387620,80902488,0
CPS1,0,55,11,0,0,1,1,25862.32,25241.76,24113.539,3025,166375,121,1331,0,0,284485.53,668859584,637146432,0
CPS1,0,29,12,0,0,1,0,25862.32,25243.551,25564.67,841,24389,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,28,16,0,0,1,0,25376.42,24038.66,22139.301,784,21952,256,4096,0,0,406022.72,643962688,577857152,0
CPS1,0,31,16,0,0,1,0,22351.32,21177.73,23241.68,961,29791,256,4096,0,0,357621.13,499581504,448496256,0
CPS1,0,37,10,0,0,1,1,18029.17,19032.92,20673.391,1369,50653,100,1000,0,0,180291.7,325050976,362252032,0
CPS1,0,17,10,0,0,0,1,850.32178,981.0968,0,289,4913,100,1000,0,0,8503.2178,723047.13,962550.94,0
CPS1,0,39,12,0,0,1,0,25862.32,25243.551,25564.67,1521,59319,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,28,13,0,0,1,0,18885.369,20919.92,17482.98,784,21952,169,2197,0,0,245509.8,356657152,437643040,0
CPS1,0,54,10,0,0,1,1,24175.391,23073.68,25564.67,2916,157464,100,1000,0,0,241753.91,584449536,532394688,0
CPS1,0,55,10,0,0,1,1,25862.32,25243.551,25564.67,3025,166375,100,1000,0,0,258623.2,668859584,637236864,0
CPS1,0,35,16,0,0,1,0,25862.32,25243.551,25564.67,1225,42875,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,18,12,0,0,0,0,1391.079,2148.387,2976.1411,324,5832,144,1728,0,0,16692.947,1935100.8,4615566.5,0
CPS1,0,28,16,0,0,1,0,22658.92,23703.869,25564.67,784,21952,256,4096,0,0,362542.72,513426656,561873408,0
CPS1,0,39,13,0,0,0,0,25862.32,25243.551,25564.67,1521,59319,169,2197,0,0,336210.16,668859584,637236864,0
CPS1,0,47,12,0,0,1,0,25862.32,25243.551,25564.67,2209,103823,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,53,12,0,0,1,0,2789.9961,6266.1289,25564.67,2809,148877,144,1728,0,0,33479.953,7784078,39264372,0
CPS1,0,51,12,0,0,1,0,25862.32,24343.02,23489.939,2601,132651,144,1728,0,0,310347.84,668859584,592582592,0
CPS1,0,34,12,0,0,1,0,25862.32,25243.551,18589.801,1156,39304,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,35,8,0,0,1,1,17235.67,16877.369,24825.811,1225,42875,64,512,0,0,137885.36,297068320,284845600,0
CPS1,0,49,8,0,0,1,1,19238.039,21440.9,25564.67,2401,117649,64,512,0,0,153904.31,370102144,459712224,0
CPS1,0,42,12,0,0,0,0,9553.3848,9742.9346,14218.69,1764,74088,144,1728,0,0,114640.62,91267160,94924776,0
CPS1,0,27,10,0,0,1,1,3162.2571,9400.9844,644.28882,729,19683,100,1000,0,0,31622.57,9999870,88378504,0
CPS1,0,31,14,0,0,1,0,17831.289,11563.69,22094.971,961,29791,196,2744,0,0,249638.05,317954880,133718936,0
CPS1,0,44,6,0,0,0,1,21544.1,16880.949,14033.97,1936,85184,36,216,0,0,129264.59,464148224,284966432,0
CPS1,0,55,12,0,0,1,0,7795.9229,6199.8872,5854.7529,3025,166375,144,1728,0,0,93551.078,60776412,38438600,0
CPS1,0,35,8,0,0,1,1,2241.4009,2399.032,9460.4063,1225,42875,64,512,0,0,17931.207,5023878,5755354.5,0
CPS1,0,50,12,0,0,1,0,25862.32,25243.551,25564.67,2500,125000,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,45,12,0,0,1,0,16559.721,1265.7581,7987.1118,2025,91125,144,1728,0,0,198716.66,274224352,1602143.5,0
CPS1,0,45,7,0,1,1,1,25862.32,25243.551,24731.23,2025,91125,49,343,0,0,181036.25,668859584,637236864,0
CPS1,0,20,13,0,0,0,0,721.01019,1829.71,8625.4902,400,8000,169,2197,0,0,9373.1328,519855.69,3347838.5,0
CPS1,0,55,12,0,0,0,0,6118.79,6237.4839,5056.7798,3025,166375,144,1728,0,0,73425.484,37439592,38906204,0
CPS1,0,20,13,0,0,0,0,0,0,10.34409,400,8000,169,2197,1,1,0,0,0,0
CPS1,0,19,13,0,0,0,0,850.32178,995.41937,1538.313,361,6859,169,2197,0,0,11054.184,723047.13,990859.75,0
CPS1,0,48,13,0,0,1,0,25862.32,19611.189,24035.221,2304,110592,169,2197,0,0,336210.16,668859584,384598752,0
CPS1,0,27,16,0,0,0,0,15425.31,20062.35,25564.67,729,19683,256,4096,0,0,246804.95,237940176,402497856,0
CPS1,0,27,16,0,0,0,0,16855.57,11139.39,23745.59,729,19683,256,4096,0,0,269689.13,284110240,124086000,0
CPS1,0,38,8,0,0,1,1,10907.24,12338.9,11567.64,1444,54872,64,512,0,0,87257.922,118967888,152248464,0
CPS1,0,55,14,0,0,1,0,4120.3379,6853.355,1663.92,3025,166375,196,2744,0,0,57684.73,16977184,46968476,0
CPS1,0,34,10,0,0,1,1,9578.8555,8935.5,9989.4316,1156,39304,100,1000,0,0,95788.555,91754472,79843160,0
CPS1,0,29,12,0,0,1,0,14288.93,3503.6609,8133.4072,841,24389,144,1728,0,0,171467.16,204173504,12275640,0
CPS1,0,38,16,0,0,0,0,7539.2588,10963.94,10339.65,1444,54872,256,4096,0,0,120628.14,56840424,120207992,0
CPS1,0,50,12,0,0,1,0,25862.32,24842.52,24595.279,2500,125000,144,1728,0,0,310347.84,668859584,617150784,0
CPS1,0,54,12,0,0,1,0,22649.119,20887.689,24808.07,2916,157464,144,1728,0,0,271789.44,512982592,436295584,0
CPS1,0,30,14,0,0,1,0,10779.89,15036.92,4911.9629,900,27000,196,2744,0,0,150918.45,116206024,226108960,0
CPS1,0,25,12,0,0,1,0,3136.7859,2146.5969,17839.119,625,15625,144,1728,0,0,37641.43,9839426,4607878.5,0
CPS1,0,49,17,0,0,1,0,25780.029,25243.551,25564.67,2401,117649,289,4913,0,0,438260.5,664609920,637236864,0
CPS1,0,21,14,0,0,0,0,7400.1509,4909.0649,10847.99,441,9261,196,2744,0,0,103602.11,54762232,24098918,0
CPS1,0,16,10,0,0,0,1,0,603.33868,4826.2549,256,4096,100,1000,1,0,0,0,364017.56,0
CPS1,0,29,8,0,0,0,1,2372.6721,2363.2261,8392.0088,841,24389,64,512,0,0,18981.377,5629573,5584837.5,0
CPS1,0,39,12,0,0,1,0,13370.04,14059.4,18780.43,1521,59319,144,1728,0,0,160440.48,178757968,197666736,0
CPS1,0,34,12,0,0,0,0,16261.91,15932.08,10753.42,1156,39304,144,1728,0,0,195142.92,264449728,253831168,0
CPS1,0,55,8,0,0,1,1,25862.32,25243.551,25564.67,3025,166375,64,512,0,0,206898.56,668859584,637236864,0
CPS1,0,18,11,0,0,0,1,0,0,16413.109,324,5832,121,1331,1,1,0,0,0,0
CPS1,0,26,16,0,0,0,0,15198.03,12333.53,14124.11,676,17576,256,4096,0,0,243168.48,230980128,152115968,0
CPS1,0,37,14,0,0,1,0,25862.32,25243.551,25564.67,1369,50653,196,2744,0,0,362072.5,668859584,637236864,0
CPS1,0,17,11,0,0,0,1,619.1283,784.16132,2806.2029,289,4913,121,1331,0,0,6810.4111,383319.84,614909,0
CPS1,0,29,12,0,0,1,0,0,721.5,0,841,24389,144,1728,1,0,0,0,520562.25,0
CPS1,0,23,11,0,0,1,1,25862.32,23311.789,140.384,529,12167,121,1331,0,0,284485.53,668859584,543439488,0
CPS1,0,32,14,0,0,1,0,0,0,0,1024,32768,196,2744,1,1,0,0,0,0
CPS1,0,29,14,0,0,1,0,25862.32,23637.631,15811.67,841,24389,196,2744,0,0,362072.5,668859584,558737600,0
CPS1,0,31,16,0,0,1,0,25862.32,25243.551,25564.67,961,29791,256,4096,0,0,413797.13,668859584,637236864,0
CPS1,0,26,12,0,0,1,0,14823.81,15803.18,18176.039,676,17576,144,1728,0,0,177885.72,219745328,249740496,0
CPS1,0,24,12,0,0,1,0,13064.39,12184.94,13973.38,576,13824,144,1728,0,0,156772.67,170678272,148472768,0
CPS1,0,35,18,0,0,1,0,0,0,0,1225,42875,324,5832,1,1,0,0,0,0
CPS1,0,27,11,0,0,1,1,16565.6,15855.1,15731.88,729,19683,121,1331,0,0,182221.59,274419104,251384176,0
CPS1,0,39,12,0,0,1,0,25862.32,25243.551,25564.67,1521,59319,144,1728,0,0,310347.84,668859584,637236864,0
CPS1,0,29,12,0,0,1,0,19843.449,14315.42,11687.34,841,24389,144,1728,0,0,238121.39,393762464,204931248,0
CPS1,0,30,12,0,0,1,0,21416.75,19362.34,22514.641,900,27000,144,1728,0,0,257001,458677184,374900192,0
CPS1,0,34,8,0,0,1,1,0,0,2664.3411,1156,39304,64,512,1,1,0,0,0,0
CPS1,0,42,7,0,0,1,1,4324.1021,3457.113,9856.4355,1764,74088,49,343,0,0,30268.715,18697858,11951631,0
CPS1,0,24,9,0,0,1,1,10248.92,10249.6,9339.2324,576,13824,81,729,0,0,92240.281,105040360,105054296,0
CPS1,0,33,18,0,0,1,0,24001.02,25243.551,25564.67,1089,35937,324,5832,0,0,432018.34,576048960,637236864,0
CPS1,0,48,12,0,0,1,0,13940.18,13183.94,6765.0322,2304,110592,144,1728,0,0,167282.16,194328608,173816288,0
CPS1,0,22,12,0,0,1,0,6377.4131,7215,8201.3818,484,10648,144,1728,0,0,76528.953,40671396,52056224,0
CPS1,0,51,9,0,0,1,1,7206.1831,13008.48,0,2601,132651,81,729,0,0,64855.648,51929076,169220560,0
